model,criterion,sparsity,overall_acc,balanced_acc,mel_sensitivity,bcc_sensitivity,akiec_sensitivity,nv_sensitivity,bkl_sensitivity,df_sensitivity,vasc_sensitivity,nonzero_params,size_kb,timestamp,dense_overall_acc,dense_balanced_acc,dense_mel_sensitivity,melanoma_sensitivity_drop,balanced_accuracy_drop
deit_small,taylor,0.2,0.8811782326510235,0.8552725804798321,0.726457399103139,0.883495145631068,0.7846153846153846,0.9254287844891872,0.7818181818181819,0.9565217391304348,0.9285714285714286,16986931,68053.2265625,2026-04-19T03:35:34+00:00,0.8886669995007489,0.8624432432029281,0.7533632286995515,0.026905829596412523,0.007170662723095966
deit_small,taylor,0.4,0.8761857214178732,0.8202674484453983,0.6905829596412556,0.8349514563106796,0.7230769230769231,0.9373601789709172,0.75,0.9130434782608696,0.8928571428571429,12740198,51464.42578125,2026-04-19T03:36:25+00:00,0.8886669995007489,0.8624432432029281,0.7533632286995515,0.06278026905829592,0.04217579475752975
deit_small,taylor,0.5,0.8632051922116825,0.8008149014416669,0.6771300448430493,0.8058252427184466,0.6923076923076923,0.9336316181953764,0.6909090909090909,0.9130434782608696,0.8928571428571429,10616832,43170.02734375,2026-04-19T03:37:15+00:00,0.8886669995007489,0.8624432432029281,0.7533632286995515,0.07623318385650224,0.061628341761261196
deit_small,taylor,0.6,0.8422366450324513,0.7423752983412476,0.6188340807174888,0.6310679611650486,0.6461538461538462,0.9336316181953764,0.6681818181818182,0.9130434782608696,0.7857142857142857,8493466,34875.62890625,2026-04-19T03:38:05+00:00,0.8886669995007489,0.8624432432029281,0.7533632286995515,0.13452914798206272,0.12006794486168049
deit_small,taylor,0.7,0.8172740888666999,0.6245198896766972,0.5336322869955157,0.5242718446601942,0.5384615384615384,0.942580164056674,0.6090909090909091,0.6521739130434783,0.5714285714285714,6370099,26581.2265625,2026-04-19T03:38:55+00:00,0.8886669995007489,0.8624432432029281,0.7533632286995515,0.21973094170403584,0.23792335352623084
deit_small,random,0.2,0.7373939091362955,0.4956888308912455,0.2197309417040358,0.3592233009708738,0.4,0.8709917971662938,0.8,0.391304347826087,0.4285714285714285,16986931,68053.2265625,2026-04-19T03:39:44+00:00,0.8886669995007489,0.8624432432029281,0.7533632286995515,0.5336322869955157,0.3667544123116826
deit_small,random,0.4,0.1213180229655516,0.1453073399382124,0.0,0.0,0.0,0.0171513795674869,1.0,0.0,0.0,12740198,51464.42578125,2026-04-19T03:40:34+00:00,0.8886669995007489,0.8624432432029281,0.7533632286995515,0.7533632286995515,0.7171359032647157
deit_small,random,0.5,0.109835247129306,0.1428571428571428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10616832,43170.02734375,2026-04-19T03:41:24+00:00,0.8886669995007489,0.8624432432029281,0.7533632286995515,0.7533632286995515,0.7195861003457853
deit_small,random,0.6,0.109835247129306,0.1428571428571428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8493466,34875.62890625,2026-04-19T03:42:14+00:00,0.8886669995007489,0.8624432432029281,0.7533632286995515,0.7533632286995515,0.7195861003457853
deit_small,random,0.7,0.109835247129306,0.1428571428571428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6370099,26581.2265625,2026-04-19T03:43:04+00:00,0.8886669995007489,0.8624432432029281,0.7533632286995515,0.7533632286995515,0.7195861003457853
